Entry	Status	Gene names	Organism
Q9Y2Y6	reviewed	TMEM98 UNQ536/PRO1079	Homo sapiens (Human)
Q9ULQ1	reviewed	TPCN1 KIAA1169 TPC1	Homo sapiens (Human)
P03979	reviewed	TRGV3 TCRGV3	Homo sapiens (Human)
A0A5B9	reviewed	TRBC2 TCRBC2	Homo sapiens (Human)
A0A0B4J1U4	reviewed	TRGV5 TCRGV5	Homo sapiens (Human)
Q8N2E6	reviewed	TOR2A HEMBA1005096 PSEC0218	Homo sapiens (Human)
O43676	reviewed	NDUFB3	Homo sapiens (Human)
Q15761	reviewed	NPY5R NPYR5	Homo sapiens (Human)
Q8NFZ4	reviewed	NLGN2 KIAA1366	Homo sapiens (Human)
Q8NH37	reviewed	OR4C3	Homo sapiens (Human)
Q8NGC6	reviewed	OR4K17	Homo sapiens (Human)
Q6IFG1	reviewed	OR52E8	Homo sapiens (Human)
Q8NH51	reviewed	OR8K3	Homo sapiens (Human)
P0C628	reviewed	OR5AC1 OR5AC1P	Homo sapiens (Human)
O76002	reviewed	OR2J2	Homo sapiens (Human)
Q8NGS2	reviewed	OR1J2 OR1J3 OR1J5	Homo sapiens (Human)
Q8NH94	reviewed	OR1L1 OR1L2	Homo sapiens (Human)
Q9NP80	reviewed	PNPLA8 IPLA22 IPLA2G BM-043	Homo sapiens (Human)
Q99946	reviewed	PRRT1 C6orf31 NG5	Homo sapiens (Human)
P28062	reviewed	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)
O14818	reviewed	PSMA7 HSPC	Homo sapiens (Human)
P49810	reviewed	PSEN2 AD4 PS2 PSNL2 STM2	Homo sapiens (Human)
P51153	reviewed	RAB13 GIG4	Homo sapiens (Human)
Q8WXF3	reviewed	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213	Homo sapiens (Human)
Q8NC24	reviewed	RELL2 C5orf16 UNQ9423/PRO34565	Homo sapiens (Human)
Q96HR9	reviewed	REEP6 C19orf32 DP1L1	Homo sapiens (Human)
Q6NUM9	reviewed	RETSAT PPSIG UNQ439/PRO872	Homo sapiens (Human)
Q9BUV8	reviewed	RAB5IF C20orf24 RCAF1 PNAS-11	Homo sapiens (Human)
P08922	reviewed	ROS1 MCF3 ROS	Homo sapiens (Human)
Q96FB5	reviewed	RRNAD1 C1orf66 CGI-41	Homo sapiens (Human)
P11277	reviewed	SPTB SPTB1	Homo sapiens (Human)
P42224	reviewed	STAT1	Homo sapiens (Human)
Q9NY15	reviewed	STAB1 FEEL1 KIAA0246	Homo sapiens (Human)
Q13308	reviewed	PTK7 CCK4	Homo sapiens (Human)
O14957	reviewed	UQCR11 UQCR	Homo sapiens (Human)
P07919	reviewed	UQCRH	Homo sapiens (Human)
O75787	reviewed	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	Homo sapiens (Human)
O00559	reviewed	EBAG9 RCAS1	Homo sapiens (Human)
Q6NTF9	reviewed	RHBDD2 RHBDL7	Homo sapiens (Human)
Q9Y512	reviewed	SAMM50 SAM50 CGI-51 TRG3	Homo sapiens (Human)
P43007	reviewed	SLC1A4 ASCT1 SATT	Homo sapiens (Human)
Q8IY34	reviewed	SLC15A3 OCTP PHT2 PTR3	Homo sapiens (Human)
Q9Y2B1	reviewed	RXYLT1 TMEM5	Homo sapiens (Human)
Q96H78	reviewed	SLC25A44 KIAA0446	Homo sapiens (Human)
Q8NBW4	reviewed	SLC38A9 URLC11	Homo sapiens (Human)
Q6ZUB0	reviewed	SPATA31D4 FAM75D4	Homo sapiens (Human)
P0C7Q6	reviewed	SLC35G6 AMAC1L3 TMEM21B	Homo sapiens (Human)
Q9BZJ4	reviewed	SLC25A39 CGI-69 PRO2163	Homo sapiens (Human)
Q7Z2H8	reviewed	SLC36A1 PAT1	Homo sapiens (Human)
Q86VD7	reviewed	SLC25A42	Homo sapiens (Human)
Q8NFY4	reviewed	SEMA6D KIAA1479	Homo sapiens (Human)
Q9Y274	reviewed	ST3GAL6 SIAT10	Homo sapiens (Human)
A6NCI5	reviewed	LINC00862 C1orf98 SMIM16	Homo sapiens (Human)
Q9H173	reviewed	SIL1 UNQ545/PRO836	Homo sapiens (Human)
Q8NDV1	reviewed	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Homo sapiens (Human)
O43765	reviewed	SGTA SGT SGT1	Homo sapiens (Human)
Q9H4F1	reviewed	ST6GALNAC4 SIAT3C SIAT7D	Homo sapiens (Human)
H3BR10	reviewed	SMLR1	Homo sapiens (Human)
Q96JX3	reviewed	SERAC1	Homo sapiens (Human)
Q92581	reviewed	SLC9A6 KIAA0267 NHE6	Homo sapiens (Human)
Q9P246	reviewed	STIM2 KIAA1482	Homo sapiens (Human)
Q8TAQ9	reviewed	SUN3 SUNC1	Homo sapiens (Human)
B9EJG8	reviewed	TMEM150C	Homo sapiens (Human)
Q9H7F4	reviewed	TMEM185B FAM11B	Homo sapiens (Human)
Q6NUS6	reviewed	TCTN3 C10orf61 TECT3 PSEC0041 UNQ1881/PRO4324	Homo sapiens (Human)
Q5T7P8	reviewed	SYT6	Homo sapiens (Human)
Q7RTR8	reviewed	TAS2R42 TAS2R55	Homo sapiens (Human)
Q9BVC6	reviewed	TMEM109	Homo sapiens (Human)
Q6UWW9	reviewed	TMEM207 UNQ846/PRO1784	Homo sapiens (Human)
P62072	reviewed	TIMM10 TIM10	Homo sapiens (Human)
P24557	reviewed	TBXAS1 CYP5 CYP5A1	Homo sapiens (Human)
A0A0J9YXM7	reviewed	TRBJ1-5	Homo sapiens (Human)
Q15262	reviewed	PTPRK PTPK	Homo sapiens (Human)
Q9UMZ3	reviewed	PTPRQ	Homo sapiens (Human)
Q9Y3P4	reviewed	RHBDD3 C22orf3	Homo sapiens (Human)
Q96MS0	reviewed	ROBO3	Homo sapiens (Human)
Q9BRL7	reviewed	SEC22C SEC22L3 UNQ459/PRO784	Homo sapiens (Human)
Q6ZMH5	reviewed	SLC39A5 ZIP5	Homo sapiens (Human)
P48067	reviewed	SLC6A9	Homo sapiens (Human)
Q6UXD5	reviewed	SEZ6L2 PSK UNQ1903/PRO4349	Homo sapiens (Human)
A0A1B0GVY4	reviewed	SMIM31	Homo sapiens (Human)
A0A1B0GVT2	reviewed	SMIM36	Homo sapiens (Human)
Q4G0T1	reviewed		Homo sapiens (Human)
Q13424	reviewed	SNTA1 SNT1	Homo sapiens (Human)
Q6ZMD2	reviewed	SPNS3	Homo sapiens (Human)
P14410	reviewed	SI	Homo sapiens (Human)
P43307	reviewed	SSR1 TRAPA PSEC0262	Homo sapiens (Human)
Q96CE8	reviewed	TM4SF18	Homo sapiens (Human)
P59537	reviewed	TAS2R43	Homo sapiens (Human)
O43508	reviewed	TNFSF12 APO3L DR3LG UNQ181/PRO207	Homo sapiens (Human)
O75069	reviewed	TMCC2 KIAA0481 hucep-11	Homo sapiens (Human)
Q5TGY1	reviewed	TMCO4	Homo sapiens (Human)
P0CF51	reviewed	TRGC1 TCRGC1	Homo sapiens (Human)
O14773	reviewed	TPP1 CLN2 GIG1 UNQ267/PRO304	Homo sapiens (Human)
O76036	reviewed	NCR1 LY94	Homo sapiens (Human)
O60906	reviewed	SMPD2	Homo sapiens (Human)
P58181	reviewed	OR10A3	Homo sapiens (Human)
Q8NH01	reviewed	OR2T11	Homo sapiens (Human)
A6NIJ9	reviewed	OR6C70	Homo sapiens (Human)
Q8NGT0	reviewed	OR13C9	Homo sapiens (Human)
O15547	reviewed	P2RX6 P2RXL1 P2X6	Homo sapiens (Human)
Q8NGB6	reviewed	OR4M2	Homo sapiens (Human)
Q8NH80	reviewed	OR10D3 OR10D3P	Homo sapiens (Human)
Q8NGD4	reviewed	OR4K1	Homo sapiens (Human)
Q9Y4A9	reviewed	OR10H1	Homo sapiens (Human)
Q8NGX1	reviewed	OR2T34	Homo sapiens (Human)
Q8NH54	reviewed	OR56A3 OR56A3P OR56A6	Homo sapiens (Human)
Q7Z3T1	reviewed	OR2W3 OR2W3P OR2W8P	Homo sapiens (Human)
Q8NCC3	reviewed	PLA2G15 LYPLA3 UNQ341/PRO540	Homo sapiens (Human)
Q13370	reviewed	PDE3B	Homo sapiens (Human)
Q6QHF9	reviewed	PAOX PAO UNQ1923/PRO4398	Homo sapiens (Human)
Q96QZ0	reviewed	PANX3	Homo sapiens (Human)
Q9NTG1	reviewed	PKDREJ	Homo sapiens (Human)
P78562	reviewed	PHEX PEX	Homo sapiens (Human)
Q96FX8	reviewed	PERP KCP1 KRTCAP1 PIGPC1 THW	Homo sapiens (Human)
Q9BZM1	reviewed	PLA2G12A PLA2G12 FKSG38 UNQ2519/PRO6012	Homo sapiens (Human)
Q96GW7	reviewed	BCAN BEHAB CSPG7 UNQ2525/PRO6018	Homo sapiens (Human)
P35408	reviewed	PTGER4 PTGER2	Homo sapiens (Human)
Q8N4L2	reviewed	PIP4P2 TMEM55A	Homo sapiens (Human)
Q9Y6A1	reviewed	POMT1	Homo sapiens (Human)
P49683	reviewed	PRLHR GPR10 GR3	Homo sapiens (Human)
P0DJ07	reviewed	PET100 C19orf79	Homo sapiens (Human)
O75845	reviewed	SC5D SC5DL	Homo sapiens (Human)
Q96JW4	reviewed	SLC41A2	Homo sapiens (Human)
P50443	reviewed	SLC26A2 DTD DTDST	Homo sapiens (Human)
P0CK97	reviewed	SLC35E2A SLC35E2	Homo sapiens (Human)
Q6PIV7	reviewed	SLC25A34	Homo sapiens (Human)
Q8N5S1	reviewed	SLC25A41	Homo sapiens (Human)
P58743	reviewed	SLC26A5 PRES	Homo sapiens (Human)
Q9BYH1	reviewed	SEZ6L KIAA0927 UNQ2542/PRO6094	Homo sapiens (Human)
Q8TCY0	reviewed	SMIM11B	Homo sapiens (Human)
A4D0T7	reviewed	SMIM30	Homo sapiens (Human)
Q4W5P6	reviewed	SMIM43 TMEM155	Homo sapiens (Human)
Q96BR1	reviewed	SGK3 CISK SGKL	Homo sapiens (Human)
Q96LC7	reviewed	SIGLEC10 SLG2 UNQ477/PRO940	Homo sapiens (Human)
Q12772	reviewed	SREBF2 BHLHD2 SREBP2	Homo sapiens (Human)
Q496J9	reviewed	SV2C KIAA1054	Homo sapiens (Human)
P30532	reviewed	CHRNA5 NACHRA5	Homo sapiens (Human)
Q13023	reviewed	AKAP6 AKAP100 KIAA0311	Homo sapiens (Human)
O60242	reviewed	ADGRB3 BAI3 KIAA0550	Homo sapiens (Human)
Q9NW15	reviewed	ANO10 TMEM16K	Homo sapiens (Human)
Q9BXN1	reviewed	ASPN PLAP1 SLRR1C UNQ215/PRO241	Homo sapiens (Human)
O14977	reviewed	AZIN1 OAZI OAZIN	Homo sapiens (Human)
Q5TH69	reviewed	ARFGEF3 BIG3 C6orf92 KIAA1244	Homo sapiens (Human)
Q03135	reviewed	CAV1 CAV	Homo sapiens (Human)
Q7Z3S7	reviewed	CACNA2D4	Homo sapiens (Human)
Q9UNE7	reviewed	STUB1 CHIP PP1131	Homo sapiens (Human)
Q6UXB4	reviewed	CLEC4G UNQ431/PRO792	Homo sapiens (Human)
Q8WXI8	reviewed	CLEC4D CLECSF8 MCL	Homo sapiens (Human)
Q96DZ5	reviewed	CLIP3 CLIPR59	Homo sapiens (Human)
Q8TEF2	reviewed	C10orf105	Homo sapiens (Human)
A4D0V7	reviewed	CPED1 C7orf58 UNQ9432/PRO34713	Homo sapiens (Human)
Q13324	reviewed	CRHR2 CRF2R CRH2R	Homo sapiens (Human)
P34998	reviewed	CRHR1 CRFR CRFR1 CRHR	Homo sapiens (Human)
Q8NEA5	reviewed	C19orf18	Homo sapiens (Human)
O43405	reviewed	COCH COCH5B2 UNQ257/PRO294	Homo sapiens (Human)
P04839	reviewed	CYBB NOX2	Homo sapiens (Human)
Q8NBI2	reviewed	CYB561A3 CYBASC3 LCYTB PSEC0259	Homo sapiens (Human)
Q5T7M9	reviewed	DIPK1A FAM69A	Homo sapiens (Human)
P13765	reviewed	HLA-DOB	Homo sapiens (Human)
O75923	reviewed	DYSF FER1L1	Homo sapiens (Human)
P12821	reviewed	ACE DCP DCP1	Homo sapiens (Human)
Q86SJ2	reviewed	AMIGO2 ALI1	Homo sapiens (Human)
Q9NUN7	reviewed	ACER3 APHC PHCA	Homo sapiens (Human)
O75078	reviewed	ADAM11 MDC	Homo sapiens (Human)
P56134	reviewed	ATP5MF ATP5J2 ATP5JL	Homo sapiens (Human)
Q8NHH9	reviewed	ATL2 ARL6IP2	Homo sapiens (Human)
Q99766	reviewed	DMAC2L ATP5S ATPW	Homo sapiens (Human)
Q96DR5	reviewed	BPIFA2 C20orf70 SPLUNC2 UNQ510/PRO1025	Homo sapiens (Human)
A6NFR6	reviewed	C5orf60	Homo sapiens (Human)
P16070	reviewed	CD44 LHR MDU2 MDU3 MIC4	Homo sapiens (Human)
P08962	reviewed	CD63 MLA1 TSPAN30	Homo sapiens (Human)
Q9HCU0	reviewed	CD248 CD164L1 TEM1	Homo sapiens (Human)
A6H8M9	reviewed	CDHR4 CDH29 UNQ9392/PRO34300	Homo sapiens (Human)
Q8N129	reviewed	CNPY4 PSEC0237 UNQ1909/PRO4354	Homo sapiens (Human)
Q9UBR5	reviewed	CKLF CKLF1 HSPC224 UNQ410/PRO772	Homo sapiens (Human)
Q6NUJ2	reviewed	C11orf87	Homo sapiens (Human)
O75503	reviewed	CLN5	Homo sapiens (Human)
Q9BV87	reviewed	CNPPD1 C2orf24 CDABP0125 CGI-57	Homo sapiens (Human)
P00414	reviewed	MT-CO3 COIII COXIII MTCO3	Homo sapiens (Human)
O75462	reviewed	CRLF1 UNQ288/PRO327	Homo sapiens (Human)
P11511	reviewed	CYP19A1 ARO1 CYAR CYP19	Homo sapiens (Human)
Q5KU26	reviewed	COLEC12 CLP1 NSR2 SCARA4 SRCL	Homo sapiens (Human)
O00230	reviewed	CORT UNQ307/PRO350	Homo sapiens (Human)
Q9BXS0	reviewed	COL25A1	Homo sapiens (Human)
P02741	reviewed	CRP PTX1	Homo sapiens (Human)
Q96D53	reviewed	COQ8B ADCK4	Homo sapiens (Human)
Q6UVK1	reviewed	CSPG4 MCSP	Homo sapiens (Human)
Q8N668	reviewed	COMMD1 C2orf5 MURR1	Homo sapiens (Human)
Q9H1C7	reviewed	CYSTM1 C5orf32 ORF1-FL49	Homo sapiens (Human)
P32297	reviewed	CHRNA3 NACHRA3	Homo sapiens (Human)
Q9H2U9	reviewed	ADAM7 GP83	Homo sapiens (Human)
Q08462	reviewed	ADCY2 KIAA1060	Homo sapiens (Human)
Q8N2F6	reviewed	ARMC10 SVH PSEC0198	Homo sapiens (Human)
Q96BI3	reviewed	APH1A PSF CGI-78 UNQ579/PRO1141	Homo sapiens (Human)
P0C7U1	reviewed	ASAH2B ASAH2C ASAH2L	Homo sapiens (Human)
Q9BY76	reviewed	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197	Homo sapiens (Human)
O75947	reviewed	ATP5PD ATP5H My032	Homo sapiens (Human)
Q9NZS9	reviewed	BFAR BAR RNF47	Homo sapiens (Human)
Q6QNY0	reviewed	BLOC1S3 BLOS3	Homo sapiens (Human)
P62952	reviewed	BLCAP BC10	Homo sapiens (Human)
H7C350	reviewed	CCDC188	Homo sapiens (Human)
P33681	reviewed	CD80 CD28LG CD28LG1 LAB7	Homo sapiens (Human)
Q96M19	reviewed	LINC00477 C12orf67	Homo sapiens (Human)
P51797	reviewed	CLCN6 KIAA0046	Homo sapiens (Human)
Q8NCR9	reviewed	CLRN3 TMEM12 USH3AL1	Homo sapiens (Human)
Q6WN34	reviewed	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	Homo sapiens (Human)
Q96H96	reviewed	COQ2 CL640	Homo sapiens (Human)
Q13323	reviewed	BIK NBK	Homo sapiens (Human)
Q8WV28	reviewed	BLNK BASH SLP65	Homo sapiens (Human)
Q8N1M1	reviewed	BEST3 VMD2L3	Homo sapiens (Human)
Q9BUT1	reviewed	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933	Homo sapiens (Human)
Q9NS00	reviewed	C1GALT1	Homo sapiens (Human)
Q96EU7	reviewed	C1GALT1C1 COSMC HSPC067 MSTP143 UNQ273/PRO310	Homo sapiens (Human)
O43825	reviewed	B3GALT2	Homo sapiens (Human)
Q76KP1	reviewed	B4GALNT4	Homo sapiens (Human)
Q86UP0	reviewed	CDH24 CDH11L UNQ2834/PRO34009	Homo sapiens (Human)
Q9H251	reviewed	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	Homo sapiens (Human)
P51677	reviewed	CCR3 CMKBR3	Homo sapiens (Human)
Q6ZTQ4	reviewed	CDHR3 CDH28	Homo sapiens (Human)
Q9UBY8	reviewed	CLN8 C8orf61	Homo sapiens (Human)
Q8N326	reviewed	RPP38-DT C10orf111	Homo sapiens (Human)
P51795	reviewed	CLCN5 CLCK2	Homo sapiens (Human)
Q8NHS1	reviewed	CLDND2	Homo sapiens (Human)
P20023	reviewed	CR2 C3DR	Homo sapiens (Human)
Q8N118	reviewed	CYP4X1 UNQ1929/PRO4404	Homo sapiens (Human)
Q9HBI6	reviewed	CYP4F11	Homo sapiens (Human)
Q6UWD8	reviewed	C16orf54 UNQ9389/PRO34280	Homo sapiens (Human)
Q9NTQ9	reviewed	GJB4	Homo sapiens (Human)
Q16671	reviewed	AMHR2 AMHR MISR2	Homo sapiens (Human)
O95573	reviewed	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)
P20594	reviewed	NPR2 ANPRB	Homo sapiens (Human)
A6QL64	reviewed	ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499	Homo sapiens (Human)
P58335	reviewed	ANTXR2 CMG2	Homo sapiens (Human)
P05496	reviewed	ATP5MC1 ATP5G1	Homo sapiens (Human)
Q9UF02	reviewed	CACNG5	Homo sapiens (Human)
P30988	reviewed	CALCR	Homo sapiens (Human)
P56539	reviewed	CAV3	Homo sapiens (Human)
Q8IZ52	reviewed	CHPF CSS2 UNQ651/PRO1281	Homo sapiens (Human)
Q8IUN9	reviewed	CLEC10A CLECSF13 CLECSF14 HML	Homo sapiens (Human)
Q9BT09	reviewed	CNPY3 CTG4A ERDA5 PRAT4A TNRC5 HSPC084 UNQ1934/PRO4409	Homo sapiens (Human)
Q496F6	reviewed	CD300E CD300LE CLM2 CMRF35A5 IREM2	Homo sapiens (Human)
P51800	reviewed	CLCNKA	Homo sapiens (Human)
P56747	reviewed	CLDN6 UNQ757/PRO1488	Homo sapiens (Human)
Q9UJS0	reviewed	SLC25A13 ARALAR2	Homo sapiens (Human)
Q9HC73	reviewed	CRLF2 CRL2 ILXR TSLPR	Homo sapiens (Human)
Q6V0L0	reviewed	CYP26C1	Homo sapiens (Human)
Q86Y22	reviewed	COL23A1	Homo sapiens (Human)
P09603	reviewed	CSF1	Homo sapiens (Human)
Q8IUA7	reviewed	ABCA9	Homo sapiens (Human)
Q15822	reviewed	CHRNA2	Homo sapiens (Human)
Q92685	reviewed	ALG3 NOT NOT56L	Homo sapiens (Human)
Q6UW56	reviewed	ATRAID APR3 C2orf28 HSPC013 UNQ214/PRO240	Homo sapiens (Human)
Q8N7S6	reviewed	ARIH2OS C3orf71	Homo sapiens (Human)
P16615	reviewed	ATP2A2 ATP2B	Homo sapiens (Human)
Q6UY14	reviewed	ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012	Homo sapiens (Human)
O75173	reviewed	ADAMTS4 KIAA0688 UNQ769/PRO1563	Homo sapiens (Human)
Q12983	reviewed	BNIP3 NIP3	Homo sapiens (Human)
P35070	reviewed	BTC	Homo sapiens (Human)
Q9UBV7	reviewed	B4GALT7 XGALT1 UNQ748/PRO1478	Homo sapiens (Human)
O60513	reviewed	B4GALT4 UNQ552/PRO1109	Homo sapiens (Human)
Q9NTU7	reviewed	CBLN4 CBLNL1 UNQ718/PRO1382	Homo sapiens (Human)
P11049	reviewed	CD37 TSPAN26	Homo sapiens (Human)
P04234	reviewed	CD3D T3D	Homo sapiens (Human)
Q9H2A9	reviewed	CHST8	Homo sapiens (Human)
Q9NZA1	reviewed	CLIC5	Homo sapiens (Human)
A8K7I4	reviewed	CLCA1 CACC1	Homo sapiens (Human)
Q8TDQ1	reviewed	CD300LF CD300F CLM1 IGSF13 IREM1 NKIR UNQ3105/PRO10111	Homo sapiens (Human)
Q6UXF7	reviewed	CLEC18B MRLP1 UNQ306/PRO347	Homo sapiens (Human)
O96005	reviewed	CLPTM1	Homo sapiens (Human)
O75629	reviewed	CREG1 CREG UNQ727/PRO1409	Homo sapiens (Human)
P82279	reviewed	CRB1	Homo sapiens (Human)
P11229	reviewed	CHRM1	Homo sapiens (Human)
P01019	reviewed	AGT SERPINA8	Homo sapiens (Human)
P15144	reviewed	ANPEP APN CD13 PEPN	Homo sapiens (Human)
Q8NCT1	reviewed	ARRDC4	Homo sapiens (Human)
Q9NTI2	reviewed	ATP8A2 ATPIB	Homo sapiens (Human)
P24539	reviewed	ATP5PB ATP5F1	Homo sapiens (Human)
P27037	reviewed	ACVR2A ACVR2	Homo sapiens (Human)
Q06055	reviewed	ATP5MC2 ATP5G2 PSEC0033	Homo sapiens (Human)
Q9UHQ4	reviewed	BCAP29 BAP29	Homo sapiens (Human)
Q6UXY1	reviewed	BAIAP2L2 UNQ9336/PRO34007	Homo sapiens (Human)
Q9H8M2	reviewed	BRD9 UNQ3040/PRO9856	Homo sapiens (Human)
Q9UMX3	reviewed	BOK BCL2L9	Homo sapiens (Human)
Q9H159	reviewed	CDH19 CDH7L2 UNQ478/PRO941	Homo sapiens (Human)
P41180	reviewed	CASR GPRC2A PCAR1	Homo sapiens (Human)
Q6UXS9	reviewed	CASP12 UNQ9415/PRO34398	Homo sapiens (Human)
Q8NFZ8	reviewed	CADM4 IGSF4C NECL4 TSLL2	Homo sapiens (Human)
Q8IZV2	reviewed	CMTM8 CKLFSF8	Homo sapiens (Human)
O95476	reviewed	CTDNEP1 DULLARD	Homo sapiens (Human)
O15551	reviewed	CLDN3 C7orf1 CPETR2	Homo sapiens (Human)
Q8IV77	reviewed	CNGA4	Homo sapiens (Human)
O75746	reviewed	SLC25A12 ARALAR1	Homo sapiens (Human)
P56880	reviewed	CLDN20	Homo sapiens (Human)
Q9P003	reviewed	CNIH4 HSPC163	Homo sapiens (Human)
Q969H4	reviewed	CNKSR1 CNK1	Homo sapiens (Human)
Q70SY1	reviewed	CREB3L2 BBF2H7	Homo sapiens (Human)
Q92482	reviewed	AQP3	Homo sapiens (Human)
Q15041	reviewed	ARL6IP1 ARL6IP ARMER KIAA0069	Homo sapiens (Human)
Q12797	reviewed	ASPH BAH	Homo sapiens (Human)
Q12955	reviewed	ANK3	Homo sapiens (Human)
Q6Q788	reviewed	APOA5 RAP3 UNQ411/PRO773	Homo sapiens (Human)
Q13873	reviewed	BMPR2 PPH1	Homo sapiens (Human)
P36894	reviewed	BMPR1A ACVRLK3 ALK3	Homo sapiens (Human)
P51572	reviewed	BCAP31 BAP31 DXS1357E	Homo sapiens (Human)
Q86VB7	reviewed	CD163 M130	Homo sapiens (Human)
O60359	reviewed	CACNG3	Homo sapiens (Human)
Q8IVY1	reviewed	C1orf210	Homo sapiens (Human)
Q9NY47	reviewed	CACNA2D2 KIAA0558	Homo sapiens (Human)
Q9BWL3	reviewed	C1orf43 NICE3 NS5ATP4 HSPC012	Homo sapiens (Human)
Q9NYQ7	reviewed	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2	Homo sapiens (Human)
Q9P2E5	reviewed	CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339	Homo sapiens (Human)
Q7Z692	reviewed	CEACAM19 CEAL1 UNQ2973/PRO7436	Homo sapiens (Human)
A4D0T2	reviewed	C7orf66	Homo sapiens (Human)
P32970	reviewed	CD70 CD27L CD27LG TNFSF7	Homo sapiens (Human)
Q8WVX3	reviewed	C4orf3	Homo sapiens (Human)
P15812	reviewed	CD1E	Homo sapiens (Human)
Q9BZW8	reviewed	CD244 2B4	Homo sapiens (Human)
Q9UMR7	reviewed	CLEC4A CLECSF6 DCIR LLIR HDCGC13P	Homo sapiens (Human)
O76076	reviewed	CCN5 CT58 CTGFL WISP2 UNQ228/PRO261	Homo sapiens (Human)
Q9UQC9	reviewed	CLCA2 CACC3	Homo sapiens (Human)
Q5QGZ9	reviewed	CLEC12A CLL1 DCAL2 MICL	Homo sapiens (Human)
O95832	reviewed	CLDN1 CLD1 SEMP1 UNQ481/PRO944	Homo sapiens (Human)
Q9H222	reviewed	ABCG5	Homo sapiens (Human)
Q6P4H8	reviewed	ATPSCKMT FAM173B	Homo sapiens (Human)
Q6UXG8	reviewed	BTNL9 UNQ1900/PRO4346	Homo sapiens (Human)
O94766	reviewed	B3GAT3	Homo sapiens (Human)
Q9Y2A9	reviewed	B3GNT3 B3GALT8 TMEM3 UNQ637/PRO1266	Homo sapiens (Human)
Q9UBX8	reviewed	B4GALT6	Homo sapiens (Human)
O60909	reviewed	B4GALT2	Homo sapiens (Human)
P54284	reviewed	CACNB3 CACNLB3	Homo sapiens (Human)
Q02641	reviewed	CACNB1 CACNLB1	Homo sapiens (Human)
P55285	reviewed	CDH6	Homo sapiens (Human)
Q8NEQ5	reviewed	C1orf162	Homo sapiens (Human)
Q8IU99	reviewed	CALHM1 FAM26C	Homo sapiens (Human)
P09693	reviewed	CD3G T3G	Homo sapiens (Human)
Q9Y6K0	reviewed	CEPT1 PRO1101	Homo sapiens (Human)
Q9BYT9	reviewed	ANO3 C11orf25 TMEM16C GENX-3947	Homo sapiens (Human)
O43520	reviewed	ATP8B1 ATPIC FIC1 PFIC	Homo sapiens (Human)
O75964	reviewed	ATP5MG ATP5L	Homo sapiens (Human)
P19022	reviewed	CDH2 CDHN NCAD	Homo sapiens (Human)
Q96HA4	reviewed	C1orf159 UNQ2998/PRO9739	Homo sapiens (Human)
P13688	reviewed	CEACAM1 BGP BGP1	Homo sapiens (Human)
Q9HA82	reviewed	CERS4 LASS4	Homo sapiens (Human)
Q6UVW9	reviewed	CLEC2A KACL UNQ5792/PRO19597	Homo sapiens (Human)
Q8N1N0	reviewed	CLEC4F CLECSF13	Homo sapiens (Human)
Q4W5N1	reviewed	ABCA11P ABCA11	Homo sapiens (Human)
P08195	reviewed	SLC3A2 MDU1	Homo sapiens (Human)
P02708	reviewed	CHRNA1 ACHRA CHNRA	Homo sapiens (Human)
Q96SE0	reviewed	ABHD1 LABH1	Homo sapiens (Human)
P37023	reviewed	ACVRL1 ACVRLK1 ALK1	Homo sapiens (Human)
Q8NE71	reviewed	ABCF1 ABC50	Homo sapiens (Human)
P18089	reviewed	ADRA2B ADRA2L1 ADRA2RL1	Homo sapiens (Human)
Q16515	reviewed	ASIC2 ACCN ACCN1 BNAC1 MDEG	Homo sapiens (Human)
P13637	reviewed	ATP1A3	Homo sapiens (Human)
Q9UH62	reviewed	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007	Homo sapiens (Human)
Q13410	reviewed	BTN1A1 BTN	Homo sapiens (Human)
Q9P2W7	reviewed	B3GAT1 GLCATP	Homo sapiens (Human)
Q69YU5	reviewed	BRAWNIN BR C12orf73	Homo sapiens (Human)
Q9HD36	reviewed	BCL2L10 BCLB	Homo sapiens (Human)
O60840	reviewed	CACNA1F CACNAF1	Homo sapiens (Human)
A0A1B0GVN3	reviewed	C2orf92 LINC01125	Homo sapiens (Human)
P33151	reviewed	CDH5	Homo sapiens (Human)
Q96NF6	reviewed	C8orf49	Homo sapiens (Human)
Q01151	reviewed	CD83	Homo sapiens (Human)
P09564	reviewed	CD7	Homo sapiens (Human)
Q8N6Q3	reviewed	CD177 NB1 PRV1 UNQ595/PRO1181	Homo sapiens (Human)
P06126	reviewed	CD1A	Homo sapiens (Human)
